atID,logFC,P-value,FDR,type
AT4G10370,-1.08,4.08744E-07,8.91131E-06,++Fe
AT2G35600,-1.09,0.00061485,0.005316568,++Fe
AT4G18010,-1.09,1.99196E-08,5.87815E-07,++Fe
AT5G53450,-1.09,9.69858E-06,0.000153988,++Fe
AT4G25560,-1.09,0.008758691,0.044302554,++Fe
AT1G59960,-1.09,8.83549E-08,2.25575E-06,++Fe
AT5G19550,-1.09,0.005886145,0.032665311,++Fe
AT5G38940,-1.09,0.002004415,0.014095695,++Fe
AT2G38970,-1.09,7.07866E-07,1.48623E-05,++Fe
AT5G05900,-1.09,2.1406E-05,0.000309585,++Fe
AT5G05790,-1.09,1.64728E-09,5.98344E-08,++Fe
AT2G38320,-1.09,5.21281E-06,8.97322E-05,++Fe
AT4G24026,-1.09,0.004483654,0.026721902,++Fe
AT1G12330,-1.10,0.000555038,0.004873563,++Fe
AT5G11930,-1.10,0.00226904,0.015665722,++Fe
AT5G05580,-1.10,0.00010207,0.001191397,++Fe
AT4G17030,-1.11,0.00081966,0.006782419,++Fe
AT1G55390,-1.11,0.000424539,0.003917786,++Fe
AT3G09290,-1.11,3.37048E-07,7.47574E-06,++Fe
AT1G16160,-1.11,0.00857679,0.043598148,++Fe
AT1G31880,-1.11,1.60901E-05,0.00024141,++Fe
AT2G45900,-1.12,0.0008788,0.007157089,++Fe
AT4G23496,-1.12,0.002347315,0.016121789,++Fe
AT1G76220,-1.12,0.002568393,0.017300272,++Fe
AT1G33440,-1.12,7.8044E-05,0.00094382,++Fe
AT4G14780,-1.12,0.000125194,0.001409809,++Fe
AT5G67350,-1.12,2.1828E-06,4.09901E-05,++Fe
AT1G65120,-1.13,0.003245683,0.020846174,++Fe
AT2G38300,-1.13,8.50699E-08,2.18005E-06,++Fe
AT1G62262,-1.13,0.000588663,0.005122625,++Fe
AT4G30990,-1.13,8.05579E-07,1.6708E-05,++Fe
AT4G14760,-1.13,0.000159534,0.001732589,++Fe
AT1G09750,-1.14,0.009150418,0.045774475,++Fe
AT5G10170,-1.14,5.66694E-06,9.61734E-05,++Fe
AT2G36690,-1.14,0.006115844,0.033586143,++Fe
AT2G27510,-1.14,1.22832E-08,3.77166E-07,++Fe
AT1G07710,-1.14,0.000119237,0.001350168,++Fe
AT2G36570,-1.15,3.3765E-06,6.06762E-05,++Fe
AT4G14390,-1.15,1.17017E-06,2.33919E-05,++Fe
AT3G46370,-1.15,0.007956515,0.041192591,++Fe
AT2G43445,-1.15,0.000334657,0.003210753,++Fe
AT4G10550,-1.15,3.78789E-08,1.04821E-06,++Fe
AT3G15030,-1.15,2.77216E-05,0.000385389,++Fe
AT2G19590,-1.15,0.00424181,0.025611166,++Fe
AT4G00910,-1.15,5.38702E-06,9.242E-05,++Fe
AT1G26200,-1.15,0.003373958,0.021511346,++Fe
AT5G55770,-1.16,0.003420473,0.021760271,++Fe
AT1G75820,-1.16,2.24528E-08,6.53144E-07,++Fe
AT3G13730,-1.16,1.97149E-11,1.01554E-09,++Fe
AT5G38450,-1.16,2.15578E-05,0.000311339,++Fe
AT1G19250,-1.17,0.000222604,0.002292174,++Fe
AT2G02950,-1.17,0.000223388,0.002297932,++Fe
AT2G02020,-1.17,3.12582E-09,1.07093E-07,++Fe
AT5G37260,-1.17,8.29027E-12,4.58206E-10,++Fe
AT5G51451,-1.17,0.005125737,0.02942766,++Fe
AT2G02680,-1.17,5.33368E-07,1.14094E-05,++Fe
AT1G53940,-1.18,2.76608E-07,6.28515E-06,++Fe
AT3G05190,-1.18,3.80427E-05,0.000506493,++Fe
AT3G02140,-1.18,2.54102E-09,8.89794E-08,++Fe
AT3G27500,-1.18,0.001156758,0.008923314,++Fe
AT1G73805,-1.18,0.001644664,0.01196066,++Fe
AT5G45500,-1.19,1.07669E-09,4.04749E-08,++Fe
AT5G12860,-1.19,7.94081E-08,2.05037E-06,++Fe
AT1G22650,-1.19,0.000655557,0.005612034,++Fe
AT4G08040,-1.19,0.001797898,0.01290071,++Fe
AT5G38550,-1.19,7.14612E-11,3.2914E-09,++Fe
AT1G05835,-1.19,0.006211783,0.034001863,++Fe
AT1G80320,-1.20,0.000958894,0.007671978,++Fe
AT3G50350,-1.20,2.32442E-06,4.35189E-05,++Fe
AT4G25835,-1.20,1.46973E-09,5.38637E-08,++Fe
AT1G68238,-1.20,6.11304E-05,0.000767413,++Fe
AT4G27370,-1.21,0.00012351,0.00139238,++Fe
AT4G04745,-1.21,1.406E-07,3.41675E-06,++Fe
AT3G25882,-1.21,0.000244573,0.002472323,++Fe
AT3G23630,-1.21,1.63232E-05,0.000244192,++Fe
AT4G09620,-1.21,1.9675E-09,7.00965E-08,++Fe
AT2G28305,-1.21,0.008019519,0.041445326,++Fe
AT5G60760,-1.22,1.06892E-07,2.6593E-06,++Fe
AT2G38920,-1.23,0.000232845,0.00237727,++Fe
AT1G64320,-1.24,0.004266259,0.025735149,++Fe
AT5G61940,-1.24,0.000444312,0.004059956,++Fe
AT5G45510,-1.24,2.44397E-08,7.03933E-07,++Fe
AT5G43520,-1.24,6.62679E-06,0.000110867,++Fe
AT5G66480,-1.25,0.003232115,0.02078514,++Fe
AT4G21410,-1.25,6.0934E-11,2.8646E-09,++Fe
AT3G47760,-1.25,0.004768191,0.027931682,++Fe
AT5G02350,-1.25,1.25104E-08,3.83565E-07,++Fe
AT5G18661,-1.26,0.001194647,0.009153442,++Fe
AT4G18340,-1.26,2.46352E-11,1.24393E-09,++Fe
AT2G38460,-1.26,4.28946E-06,7.49098E-05,++Fe
AT5G49770,-1.26,1.28883E-05,0.000197724,++Fe
AT5G46140,-1.26,0.003819252,0.023648038,++Fe
AT1G29020,-1.26,1.27796E-06,2.52993E-05,++Fe
AT1G66200,-1.27,1.96166E-09,7.00102E-08,++Fe
AT2G01900,-1.27,2.86701E-07,6.48566E-06,++Fe
AT5G19040,-1.27,3.6387E-10,1.48932E-08,++Fe
AT3G02610,-1.27,2.78009E-07,6.30996E-06,++Fe
AT3G15650,-1.28,5.9182E-10,2.32745E-08,++Fe
AT3G01690,-1.28,1.34021E-10,5.8688E-09,++Fe
AT1G74150,-1.28,0.000343939,0.003285175,++Fe
AT2G30670,-1.28,0.00701533,0.037338811,++Fe
AT5G27100,-1.28,1.87531E-08,5.57414E-07,++Fe
AT5G54040,-1.29,2.63756E-09,9.20445E-08,++Fe
AT1G62500,-1.29,0.000148981,0.001632779,++Fe
AT1G61230,-1.29,0.002843429,0.018801165,++Fe
AT2G02630,-1.29,8.3262E-06,0.000134495,++Fe
AT1G72360,-1.29,0.00035741,0.00338695,++Fe
AT1G17870,-1.30,0.00034341,0.003281654,++Fe
AT4G04750,-1.30,0.000148513,0.001629344,++Fe
AT1G06420,-1.30,0.001474042,0.010925753,++Fe
AT3G13090,-1.30,1.70987E-07,4.05649E-06,++Fe
AT5G40450,-1.30,1.17695E-05,0.000182754,++Fe
AT2G35310,-1.30,0.003662334,0.022963365,++Fe
AT5G16900,-1.30,3.51708E-09,1.19476E-07,++Fe
AT1G55700,-1.30,0.000335561,0.00321572,++Fe
AT3G24480,-1.30,0.00085255,0.006990635,++Fe
AT5G52882,-1.30,1.63847E-11,8.54765E-10,++Fe
AT4G01440,-1.30,2.26212E-15,2.44764E-13,++Fe
AT1G22500,-1.31,3.30695E-13,2.41526E-11,++Fe
AT1G01380,-1.31,6.95435E-05,0.000854153,++Fe
AT1G13440,-1.31,1.45382E-11,7.70221E-10,++Fe
AT5G58610,-1.31,0.003577373,0.02251686,++Fe
AT3G51340,-1.31,0.000168908,0.001817032,++Fe
AT1G64405,-1.31,1.89527E-07,4.4601E-06,++Fe
AT4G03500,-1.31,3.3518E-06,6.02853E-05,++Fe
AT1G58590,-1.32,8.82941E-06,0.000141284,++Fe
AT4G06065,-1.32,0.004144157,0.025147779,++Fe
AT3G19030,-1.32,9.20816E-09,2.88372E-07,++Fe
AT4G18250,-1.33,6.61229E-09,2.13283E-07,++Fe
AT3G52430,-1.33,4.98682E-10,1.98792E-08,++Fe
AT3G01260,-1.33,4.59552E-14,4.03341E-12,++Fe
AT5G45460,-1.34,0.005466656,0.030856504,++Fe
AT1G23020,-1.34,5.19981E-12,3.03817E-10,++Fe
AT1G64190,-1.34,2.01354E-11,1.032E-09,++Fe
AT2G30660,-1.35,0.003273465,0.020978491,++Fe
AT1G63940,-1.35,3.13144E-13,2.32192E-11,++Fe
AT5G22560,-1.35,0.002740137,0.018228954,++Fe
AT1G16510,-1.36,1.69869E-05,0.000252457,++Fe
AT2G38720,-1.36,0.000694664,0.005901903,++Fe
AT5G20830,-1.36,0.010236517,0.04962939,++Fe
AT4G04700,-1.36,1.03305E-09,3.91221E-08,++Fe
AT1G70410,-1.36,1.24812E-09,4.65767E-08,++Fe
AT1G68500,-1.36,3.05622E-06,5.55553E-05,++Fe
AT3G47980,-1.36,3.40641E-13,2.47904E-11,++Fe
AT2G18450,-1.37,6.3357E-09,2.05659E-07,++Fe
AT4G35210,-1.37,0.005959543,0.032929655,++Fe
AT3G46810,-1.38,2.20621E-05,0.000317725,++Fe
AT1G55120,-1.38,1.39141E-09,5.14543E-08,++Fe
AT5G14760,-1.38,2.91529E-08,8.24588E-07,++Fe
AT5G47810,-1.38,5.08197E-08,1.37833E-06,++Fe
AT3G54580,-1.38,0.009904091,0.048547139,++Fe
AT5G19730,-1.38,4.53824E-15,4.73506E-13,++Fe
AT5G43590,-1.39,1.11775E-05,0.000174356,++Fe
AT1G06170,-1.39,0.002996897,0.019580368,++Fe
AT1G12110,-1.40,9.01409E-12,4.91569E-10,++Fe
AT3G27473,-1.40,1.70218E-05,0.000252793,++Fe
AT4G12470,-1.40,0.000400896,0.00372651,++Fe
AT3G50660,-1.40,6.84481E-22,1.86635E-19,++Fe
AT1G07550,-1.40,0.000269435,0.002681624,++Fe
AT1G21310,-1.41,0.00031642,0.003065269,++Fe
AT2G16660,-1.41,1.06338E-09,4.00479E-08,++Fe
AT1G16750,-1.41,0.006174654,0.033843924,++Fe
AT1G24270,-1.42,0.007779718,0.040502862,++Fe
AT4G29990,-1.42,7.12148E-05,0.000872061,++Fe
AT3G11750,-1.42,0.002798842,0.018553099,++Fe
AT5G42840,-1.42,3.81457E-06,6.77741E-05,++Fe
AT1G78090,-1.42,3.13374E-13,2.32192E-11,++Fe
AT1G29560,-1.42,0.002448913,0.016682302,++Fe
AT2G44340,-1.43,3.5691E-05,0.000479238,++Fe
AT3G62210,-1.43,1.62038E-11,8.47488E-10,++Fe
AT3G24300,-1.43,1.28884E-09,4.80057E-08,++Fe
AT4G11230,-1.43,7.34321E-11,3.37458E-09,++Fe
AT3G10870,-1.43,1.58116E-05,0.000237406,++Fe
AT3G61810,-1.43,3.9731E-07,8.69913E-06,++Fe
AT5G62420,-1.44,0.000810719,0.006735136,++Fe
AT4G12550,-1.44,9.10857E-05,0.001078577,++Fe
AT5G04700,-1.44,6.78603E-05,0.000837441,++Fe
AT5G44578,-1.44,0.000241092,0.002444052,++Fe
AT3G44700,-1.44,0.001030697,0.008129859,++Fe
AT4G25090,-1.44,2.57961E-11,1.29297E-09,++Fe
AT1G05570,-1.45,6.41589E-09,2.07932E-07,++Fe
AT3G56360,-1.45,4.1772E-17,5.89129E-15,++Fe
AT4G40010,-1.45,2.01208E-11,1.032E-09,++Fe
AT3G50010,-1.45,6.56746E-08,1.7352E-06,++Fe
AT1G44800,-1.46,3.01152E-13,2.24765E-11,++Fe
AT3G51350,-1.46,5.09642E-08,1.37978E-06,++Fe
AT1G64910,-1.46,7.68018E-07,1.60102E-05,++Fe
AT5G52190,-1.47,0.005244052,0.02988876,++Fe
AT3G47050,-1.47,0.000169801,0.001824713,++Fe
AT3G53235,-1.47,2.86851E-09,9.94254E-08,++Fe
AT3G02850,-1.47,1.71699E-15,1.89797E-13,++Fe
AT1G65900,-1.47,2.326E-12,1.4502E-10,++Fe
AT2G28160,-1.47,2.68141E-12,1.64669E-10,++Fe
AT5G08360,-1.48,3.02309E-08,8.5272E-07,++Fe
AT5G58780,-1.48,1.44875E-08,4.40223E-07,++Fe
AT1G29240,-1.48,4.91668E-05,0.000635162,++Fe
AT1G50090,-1.48,1.7889E-06,3.40941E-05,++Fe
AT3G49700,-1.49,0.002196635,0.015242198,++Fe
AT5G50120,-1.49,6.79753E-10,2.65792E-08,++Fe
AT1G47840,-1.49,2.0351E-13,1.58846E-11,++Fe
AT5G62360,-1.50,6.06424E-05,0.000762693,++Fe
AT5G45480,-1.50,3.00571E-17,4.32864E-15,++Fe
AT5G10520,-1.50,2.67082E-14,2.47142E-12,++Fe
AT1G61840,-1.50,3.08573E-06,5.6042E-05,++Fe
AT1G02030,-1.50,0.00019483,0.002040078,++Fe
AT5G22796,-1.50,0.006347987,0.034562387,++Fe
AT2G02620,-1.51,0.000705825,0.005989239,++Fe
AT4G37430,-1.51,1.60399E-12,1.02505E-10,++Fe
AT2G02700,-1.51,0.004793415,0.028007237,++Fe
AT2G33770,-1.51,1.53358E-12,9.86218E-11,++Fe
AT1G67120,-1.51,9.1333E-07,1.88282E-05,++Fe
AT3G49630,-1.52,0.000350518,0.003329376,++Fe
AT5G13110,-1.52,9.14889E-14,7.73119E-12,++Fe
AT3G13437,-1.52,0.000132955,0.001486566,++Fe
AT5G04690,-1.52,0.003847582,0.023778498,++Fe
AT1G69160,-1.52,8.23095E-06,0.000133233,++Fe
AT4G25310,-1.52,5.86689E-06,9.92374E-05,++Fe
AT3G50460,-1.52,0.001424318,0.010591744,++Fe
AT5G52260,-1.52,1.76626E-05,0.000260794,++Fe
AT4G01380,-1.52,0.00082237,0.006792192,++Fe
AT5G53370,-1.52,4.87747E-15,5.03759E-13,++Fe
AT1G20380,-1.53,1.68625E-17,2.61241E-15,++Fe
AT3G24520,-1.53,1.37855E-17,2.18538E-15,++Fe
AT5G54770,-1.53,1.49602E-05,0.00022545,++Fe
AT1G11350,-1.54,0.000238142,0.00242048,++Fe
AT1G49160,-1.54,6.90593E-11,3.19516E-09,++Fe
AT4G08300,-1.54,8.8191E-06,0.00014123,++Fe
AT3G49668,-1.55,0.007891388,0.040917569,++Fe
AT1G57770,-1.55,0.007900537,0.040954624,++Fe
AT5G14870,-1.55,0.001682659,0.012193613,++Fe
AT4G16355,-1.55,0.004977298,0.02881781,++Fe
AT4G15390,-1.56,1.67088E-13,1.32955E-11,++Fe
AT5G13420,-1.57,1.95443E-18,3.53699E-16,++Fe
AT3G06890,-1.57,8.0133E-06,0.000130679,++Fe
AT5G26200,-1.58,2.74036E-05,0.000382724,++Fe
AT4G28790,-1.58,2.51979E-10,1.06028E-08,++Fe
AT1G72960,-1.58,0.0089385,0.044934202,++Fe
AT3G28580,-1.59,1.87892E-05,0.000276034,++Fe
AT1G12010,-1.59,2.08338E-05,0.000302594,++Fe
AT3G14940,-1.59,8.94731E-14,7.59222E-12,++Fe
AT3G10600,-1.60,0.009378554,0.046596559,++Fe
AT1G15580,-1.60,0.004743656,0.027835799,++Fe
AT1G29830,-1.60,5.94935E-05,0.000749164,++Fe
AT3G60750,-1.60,6.82137E-14,5.8367E-12,++Fe
AT5G04950,-1.61,1.03856E-06,2.10491E-05,++Fe
AT2G41180,-1.61,9.31638E-06,0.000148612,++Fe
AT1G29740,-1.62,0.000111712,0.001278404,++Fe
AT5G07150,-1.62,1.01753E-07,2.55006E-06,++Fe
AT1G77990,-1.63,8.33881E-10,3.20543E-08,++Fe
AT3G46330,-1.63,3.92183E-07,8.59609E-06,++Fe
AT5G03330,-1.63,1.1808E-16,1.56801E-14,++Fe
AT1G78860,-1.64,6.51517E-09,2.10482E-07,++Fe
AT3G20380,-1.65,2.78093E-10,1.16184E-08,++Fe
AT3G57920,-1.65,2.61318E-05,0.000367535,++Fe
AT5G03570,-1.65,1.44348E-17,2.2707E-15,++Fe
AT3G44990,-1.65,4.95836E-10,1.98044E-08,++Fe
AT2G24600,-1.66,1.7378E-06,3.33064E-05,++Fe
AT1G16225,-1.66,0.001423265,0.010587769,++Fe
AT4G34950,-1.66,1.81646E-09,6.56134E-08,++Fe
AT5G45470,-1.67,5.40144E-18,8.98044E-16,++Fe
AT3G44405,-1.67,0.001638047,0.011927873,++Fe
AT2G26820,-1.67,2.16591E-09,7.63992E-08,++Fe
AT1G78360,-1.67,0.005430463,0.030728547,++Fe
AT1G21810,-1.68,0.00158234,0.011569126,++Fe
AT2G33550,-1.69,4.06652E-16,5.13336E-14,++Fe
AT5G07990,-1.69,1.11818E-08,3.45941E-07,++Fe
AT5G40850,-1.69,4.83687E-12,2.84235E-10,++Fe
AT4G02380,-1.69,4.34148E-10,1.75461E-08,++Fe
AT4G27845,-1.69,0.001202568,0.009207235,++Fe
AT3G01190,-1.70,2.57595E-10,1.08169E-08,++Fe
AT1G07680,-1.71,0.007661309,0.040008621,++Fe
AT3G57157,-1.71,3.32563E-08,9.31631E-07,++Fe
AT4G11290,-1.71,1.87336E-08,5.57414E-07,++Fe
AT4G34830,-1.71,0.001420042,0.010571481,++Fe
AT5G50200,-1.71,4.22215E-10,1.70976E-08,++Fe
AT5G48430,-1.71,2.92269E-07,6.58975E-06,++Fe
AT5G65320,-1.72,3.38505E-12,2.04806E-10,++Fe
AT1G13610,-1.73,0.002297237,0.015844352,++Fe
AT1G54820,-1.73,0.010199413,0.04950819,++Fe
AT5G04140,-1.73,0.00768593,0.040106473,++Fe
AT5G28610,-1.74,8.92863E-09,2.80477E-07,++Fe
AT1G33870,-1.74,0.000326526,0.003149747,++Fe
AT5G54710,-1.74,8.49552E-05,0.001014206,++Fe
AT1G21140,-1.75,1.30918E-08,4.00192E-07,++Fe
AT3G23430,-1.75,1.09953E-12,7.2768E-11,++Fe
AT1G30840,-1.75,2.4855E-26,1.03732E-23,++Fe
AT2G41090,-1.77,0.009647256,0.047630707,++Fe
AT1G30510,-1.77,1.28237E-15,1.48161E-13,++Fe
AT3G19320,-1.77,0.000358706,0.003392937,++Fe
AT3G63360,-1.78,0.004169612,0.025287238,++Fe
AT1G60095,-1.78,1.05876E-15,1.24434E-13,++Fe
AT2G17050,-1.78,8.08392E-11,3.67369E-09,++Fe
AT1G34050,-1.78,0.002215125,0.015350496,++Fe
AT3G11402,-1.78,0.000398839,0.003712452,++Fe
AT4G19770,-1.78,0.000771023,0.006446203,++Fe
AT1G07880,-1.79,2.18817E-11,1.11313E-09,++Fe
AT5G52670,-1.79,3.25045E-09,1.10971E-07,++Fe
AT1G52700,-1.80,4.39116E-09,1.46731E-07,++Fe
AT5G65140,-1.80,0.000138794,0.001540899,++Fe
AT1G05650,-1.80,5.27645E-06,9.07514E-05,++Fe
AT5G63780,-1.81,2.68856E-17,3.89936E-15,++Fe
AT1G44020,-1.82,6.24629E-08,1.65462E-06,++Fe
AT3G18450,-1.82,1.26333E-05,0.000194248,++Fe
AT3G56400,-1.82,0.000110271,0.00126546,++Fe
AT3G20340,-1.82,2.2242E-10,9.4958E-09,++Fe
AT3G50560,-1.83,0.003198417,0.020613816,++Fe
AT5G45080,-1.83,6.46501E-05,0.000803705,++Fe
AT4G33720,-1.84,2.18875E-05,0.000315432,++Fe
AT3G27150,-1.84,4.23343E-18,7.09619E-16,++Fe
AT5G45070,-1.85,2.83272E-12,1.71897E-10,++Fe
AT5G56080,-1.85,5.43805E-11,2.59832E-09,++Fe
AT5G54043,-1.86,0.008674241,0.043995094,++Fe
AT4G08770,-1.86,9.26543E-08,2.35376E-06,++Fe
AT1G49100,-1.86,5.79836E-06,9.82407E-05,++Fe
AT1G68240,-1.86,0.003929449,0.024145802,++Fe
AT5G39490,-1.86,0.002727802,0.018176461,++Fe
AT2G15130,-1.87,0.00214664,0.014972516,++Fe
AT1G71200,-1.87,0.000810851,0.006735136,++Fe
AT3G45160,-1.87,1.37775E-14,1.31659E-12,++Fe
AT3G15370,-1.87,1.29845E-05,0.000198901,++Fe
AT1G49700,-1.87,1.30141E-06,2.5689E-05,++Fe
AT1G73680,-1.87,5.45652E-13,3.78257E-11,++Fe
AT3G48230,-1.88,0.007824611,0.040653782,++Fe
AT1G78050,-1.88,2.10767E-13,1.63886E-11,++Fe
AT2G15620,-1.88,1.01351E-15,1.20502E-13,++Fe
AT3G22235,-1.89,0.008782641,0.044379789,++Fe
AT2G43150,-1.89,0.000322294,0.003116272,++Fe
AT5G16030,-1.89,0.003092843,0.020072562,++Fe
AT1G02820,-1.91,0.005915667,0.032784657,++Fe
AT5G19970,-1.91,9.36342E-21,2.33515E-18,++Fe
AT3G61880,-1.91,0.002574735,0.01733158,++Fe
AT3G15170,-1.91,0.000855919,0.007009826,++Fe
AT1G11540,-1.91,1.28032E-11,6.87205E-10,++Fe
AT3G58810,-1.91,4.40561E-14,3.88339E-12,++Fe
AT1G19960,-1.91,0.000233449,0.002382254,++Fe
AT1G58602,-1.93,0.000183127,0.001942403,++Fe
AT4G05390,-1.93,2.19006E-17,3.29314E-15,++Fe
AT2G43220,-1.94,0.001225044,0.009337361,++Fe
AT4G01630,-1.94,1.58764E-07,3.80625E-06,++Fe
AT3G59930,-1.94,2.80591E-06,5.14663E-05,++Fe
AT1G76800,-1.94,5.73073E-08,1.52994E-06,++Fe
AT4G09780,-1.94,0.001612109,0.011761551,++Fe
AT1G33670,-1.96,0.000407444,0.00378121,++Fe
AT5G03390,-1.96,2.05125E-09,7.29533E-08,++Fe
AT5G45490,-1.98,2.52419E-19,5.01162E-17,++Fe
AT4G17680,-1.98,0.000112834,0.001289086,++Fe
AT1G72220,-1.98,1.54429E-16,2.02441E-14,++Fe
AT4G27250,-1.98,1.18693E-06,2.36577E-05,++Fe
AT5G28650,-1.98,2.41973E-08,6.97933E-07,++Fe
AT2G25510,-2.01,0.0009772,0.007784861,++Fe
AT4G06810,-2.01,0.000520927,0.004637768,++Fe
AT2G31141,-2.02,0.002347711,0.016121789,++Fe
AT4G15480,-2.02,8.04695E-06,0.000131019,++Fe
AT2G21210,-2.03,1.15501E-05,0.00017962,++Fe
AT2G05580,-2.03,0.006686179,0.036032134,++Fe
AT3G20810,-2.03,8.48104E-27,3.61328E-24,++Fe
AT4G24670,-2.03,2.53278E-18,4.50394E-16,++Fe
AT3G06020,-2.04,1.298E-13,1.06776E-11,++Fe
AT2G08660,-2.04,0.000773419,0.006460955,++Fe
